Ticker,Stock_Ex,Price,% Price 7 days,% Price 1 month,% Price 3 months,% Price 1 year,PE,Beta
DMC,HSX,62.6,0.64,-1.52,1.43,0.0,12.6472892249675,0.665516276466747
DMN,UpCom,6,-11.86,-14.29,0.0,0.0,5.31197003676173,0
DNA,UpCom,22,0.0,0.0,-7.65,-7.65,8.34715449080493,0
DNC,HNX,42.1,0.0,0.0,-8.88,-15.07,8.74156024259575,0.199369029883446
DND,UpCom,15.1,0.0,0.0,8.24,0.0,0,0
DNE,UpCom,8.5,0.0,0.0,-3.28,-5.27,17.8836095063379,0
DNH,UpCom,43.8,0.0,10.29,0.0,-8.14,16.0538557865072,0
DNL,UpCom,27,0.0,0.0,0.0,-4.31,0,0.0531447933311515
DNM,HNX,17.2,0.0,0.0,0.0,-3.95,-2.03480399485315,-0.0653755148540882
DNN,UpCom,0.2,0.0,0.0,-450.0,-450.0,-0.0170663154466691,0
DNP,HNX,22.5,0.0,0.0,0.43,-0.41,49.2098765743247,0.564718254316011
DNT,UpCom,27.9,0.0,0.0,0.0,-0.63,0,0
DNW,UpCom,27.4,10.83,0.0,-5.89,-6.43,11.6266004116334,0
DOC,UpCom,7.9,0.0,1.19,-10.76,-13.5,0,0
DOP,UpCom,10.5,0.0,-0.93,5.26,-10.0,0,0
DP1,UpCom,29.9,0.0,2.56,-4.52,-7.76,8.15981732838712,0
DP2,UpCom,5,0.0,0.0,0.0,0.0,-5.31411949292786,0
DP3,HNX,61.6,-1.15,-0.51,1.06,-63.06,12.9512472227454,0
DPC,HNX,12.7,0.0,0.0,0.0,0.0,-1.79112028075552,0.699588116729472
DPG,HSX,36,-2.9,3.35,0.0,-6.82,10.8516309140384,0
DPH,UpCom,38.5,0.0,14.98,-3.65,-11.62,0,0
DPM,HSX,31.6,-6.89,-1.42,-0.76,0.0,6.66989811551619,0.738363958585953
DPP,UpCom,21.4,0.0,0.0,0.0,-9.67,0,0.022235912442485
DPR,HSX,31,-1.67,-0.62,-0.94,-5.21,13.1319793817499,0.342691913067811
DPS,UpCom,0.5,0.0,0.0,0.0,0.0,14.8354872955158,0
DQC,HSX,14.5,-6.78,1.71,-0.7,-4.82,68.7745682452872,0.944035071355284
DRC,HSX,22.4,-4.55,1.1,-2.49,-6.94,12.6834095720251,0.675776513384945
DRG,UpCom,7,0.0,0.0,0.0,-1.41,41.8350096061986,0
DRH,HSX,4.45,-4.82,0.82,0.14,-7.73,-30.3576260576452,1.03861580076485
DRI,UpCom,7,-4.29,0.0,1.23,-16.8,13.8322666847869,0
DRL,HSX,64.4,0.0,0.0,1.04,-1.64,11.1821762283432,-0.0820818953455834
DS3,HNX,5.2,-1.85,0.0,0.0,0.0,0,0
DSC,UpCom,16.1,-5.1,-0.55,2.65,-38.25,109.699984893172,0
DSD,UpCom,17.4,0.0,0.0,0.0,0.0,29.1006974537033,0
DSG,UpCom,4.4,0.0,-11.11,0.0,4.26,-4.73236536155378,0
DSN,HSX,52.8,0.0,-0.19,-0.18,-0.58,5.76498379726807,0.0940210801231228
DSP,UpCom,11,5.77,0.0,0.0,-4.59,-927.789009217768,0
DST,HNX,3.8,-2.63,0.0,0.0,-4.44,-162.736246639839,0.251161160283937
DSV,UpCom,7.9,0.0,0.0,-16.84,-16.84,0,0
DTA,HSX,6.44,-2.82,0.0,-2.48,-0.83,34.4628603203742,-0.00205204738363959
DTB,UpCom,16.6,0.0,13.1,-14.29,-8.13,0,0
DTC,HNX,4.3,0.0,0.0,1.56,0.0,-1.55018319742484,0.334797815665831
DTD,HNX,20.9,-9.0,-14.57,-15.49,-19.56,7.46741199637314,0
DTE,UpCom,4,0.0,-12.7,0.0,0.0,13.4268238699019,0
DTG,HNX,18.3,4.74,-1.42,-7.27,-14.5,17.3157304397381,0
DTH,UpCom,13.6,0.0,0.0,0.0,-2.94,31.9604700931562,0
DTI,UpCom,3.3,-3.23,-2.56,2.0,-0.12,18.0708969079715,0
DTK,HNX,10.8,-4.55,0.0,7.27,-4.78,10.5840264318206,0
DTL,HSX,15.5,4.38,-1.51,-0.79,-5.71,-6.28220135399601,0.1823523925007
DTP,UpCom,118,3.92,0.0,0.26,-1.95,8.28814232763557,0
DTT,HSX,19.8,0.0,0.0,0.0,0.0,20.0507422769423,-0.389982277772596
DTV,UpCom,38.4,1.32,0.0,0.0,-7.03,0,0
DUS,UpCom,13,0.0,0.0,-8.45,-8.45,0,0
DVC,UpCom,9.5,0.0,12.82,14.29,-17.63,82.010903747053,-0.0254702269795738
DVG,HNX,3.1,0.0,0.0,0.0,-6.45,29.3772057009791,0
DVM,HNX,13.5,-0.69,0.71,0.72,-0.72,11.0096893440007,0
DVN,UpCom,18.1,-4.44,0.54,1.96,-2.37,14.941995175513,0
DVP,HSX,60,-0.48,0.31,0.33,-1.34,7.6209614278001,0.188601809532693
DVW,UpCom,10.8,0.0,0.0,0.0,-21.74,0,0
DWC,UpCom,8.5,0.0,-15.0,0.0,0.0,-7.75317025368929,0
DWS,UpCom,11.2,0.0,-9.24,-0.83,-5.9,7.28826499088401,0
DXG,HSX,18.05,0.0,0.6,-1.29,-7.09,-83.8315323226757,1.01884152597705
DXL,UpCom,9.7,0.0,0.0,0.0,-14.94,0,-0.165440964133762
DXP,HNX,12.3,-0.86,-2.7,-11.85,-20.78,9.88813717785758,0.0887739900096398
DXS,HSX,6.19,-6.67,1.85,0.0,-7.14,-148.066911469094,0
DXV,HSX,3.79,-0.27,-5.74,-1.16,-5.11,-20.5172084568465,0.741628579423561
DZM,HNX,2.9,0.0,0.0,0.0,0.0,-2.11706710275424,0.668713248011069
E12,UpCom,5.2,0.0,7.84,11.67,14.29,59.6271157472749,0
E29,UpCom,5.1,-5.08,2.0,3.55,-8.32,14.2849680296639,0
EBS,HNX,12.8,0.0,0.0,0.0,-15.19,10.5187208797466,0.064762071685216
ECI,HNX,25.1,0.0,0.0,0.0,0.0,-59.2862344631105,0.0355797037945842
EFI,UpCom,1.4,0.0,0.0,0.0,0.0,3.16536215775043,0.272631671194461
EIB,HSX,17.8,-2.6,2.4,0.63,-7.03,10.518896749923,1.19979479526164
EIC,UpCom,22.6,1.35,3.7,2.69,-18.55,8.68070637254547,0
EID,HNX,19.4,-1.61,0.0,1.45,-6.68,4.50834383507066,0.436245727806503
EIN,UpCom,3.5,0.0,-6.38,13.95,-6.25,-72.5267640096095,0
ELC,HSX,23,0.0,0.66,-1.56,-3.73,81.5106572750348,0.514504244007089
EME,UpCom,46,0.0,0.0,0.0,-1.72,0,0
EMG,UpCom,29.7,0.0,0.0,0.0,-4.81,0,0
EMS,UpCom,18.5,-11.79,0.0,-6.04,-22.62,8.33365270106825,0
EPC,UpCom,12.4,-0.8,0.0,0.0,0.0,0,0
EPH,UpCom,12.9,0.0,0.0,0.0,-9.92,-42.5737704436465,0
EVE,HSX,13.65,-3.01,-0.32,-0.56,-6.74,9.14468114467167,-0.405465908030967
EVF,HSX,12,-1.35,1.31,2.34,0.0,9.34311461220514,0
EVG,HSX,4.7,-5.47,0.98,-0.96,-6.96,56.6380002881644,0
EVS,HNX,7.7,-4.29,1.16,0.95,-40.45,5.9753449090605,0
FBA,UpCom,0.9,0.0,0.0,0.0,0.0,0,-0.0747357680534432
FBC,UpCom,3.7,0.0,0.0,0.0,0.0,10.9852812733171,0
FCC,UpCom,10,0.0,0.0,0.0,0.0,0,0
FCM,HSX,4.9,-6.37,-2.87,4.81,-4.15,11.8098166289621,1.39100830146442
FCN,HSX,12.9,-4.24,2.01,1.45,-7.19,99.3423524493878,1.14009887137394
FCS,UpCom,8.2,0.0,6.41,14.15,0.0,1439.40000048125,0
FDC,HSX,10.65,-6.84,0.0,2.82,5.88,-3.29683865172342,0.388023505270031
FGL,UpCom,12.5,0.0,0.0,0.0,0.0,-7.13094979682837,0
FHN,UpCom,14.4,0.0,0.0,0.0,-4.0,106.239147744835,0
FHS,UpCom,26.8,12.89,0.0,0.0,2.5,7.0205989439234,0
FIC,UpCom,11.9,-7.26,-2.29,3.45,-3.62,25.5157597116998,0
FID,HNX,2.4,-4.55,0.0,3.23,-5.56,-77.3815077823096,0
FIR,HSX,23.5,-1.85,1.24,0.0,-2.37,22.4644979584991,0
FIT,HSX,4.1,-6.76,1.44,1.71,-7.0,8.70144004376433,1.80843046183507
FMC,HSX,43.7,-3.45,0.4,2.9,-2.57,13.2204405730834,0.918384479059789
FOC,UpCom,73.5,-0.66,0.0,0.13,-8.84,10.194983926727,0
FOX,UpCom,48.3,1.09,-32.04,-32.81,-42.18,10.85946778166,0
FPT,HSX,87,-2.35,1.2,1.44,-0.41,21.7902655705815,0.742001678947859
FRC,UpCom,22.8,6.99,0.0,3.4,0.0,0,0
FRM,UpCom,7,0.0,0.0,0.0,0.0,0,0
FRT,HSX,96,0.69,3.28,2.53,-2.06,-315.822506544866,0
FSO,UpCom,11,0.0,0.0,0.0,0.0,0,0
FT1,UpCom,36,0.0,-0.26,-7.69,-6.84,0,0
FTI,UpCom,3.7,0.0,0.0,0.0,0.0,-11.1757384822141,0
FTM,UpCom,0.6,0.0,0.0,0.0,-13.33,-0.201909075810021,0
FTS,HSX,36,-6.9,1.76,1.05,-7.11,19.5764721861519,0
G20,UpCom,0.6,0.0,0.0,0.0,0.0,-0.38159508261449,0
G36,UpCom,6.9,-3.03,1.35,-2.9,-12.39,33.9297109861457,0
GAS,HSX,79.1,0.0,0.0,0.6,1.71,14.6890707254903,1.72996921928925
GCB,UpCom,17.5,0.0,0.0,0.0,0.0,0,0
GDT,HSX,22.55,-1.26,0.0,0.71,0.0,11.3826173083467,0.208469359201567
GDW,HNX,30.3,0.0,6.13,-6.34,-5.09,6.89076817539673,-0.0656392584178811
GEE,UpCom,30,-0.38,-2.58,-3.83,-16.45,0,0
GEG,HSX,12.8,-3.19,2.07,0.0,-6.61,23.5035921829765,0
GER,UpCom,6.7,0.0,0.0,-11.23,-11.23,29.3834756186673,0.0125907244479526
GEX,HSX,19,-6.74,2.78,-0.85,-6.61,65.2251967696963,0
GGG,UpCom,4,0.0,-13.73,0.0,0.0,-2.01180960909816,-0.0362801532449031
GH3,UpCom,5.2,0.0,0.0,-7.5,-7.5,0,0
GHC,UpCom,25.8,0.0,-0.38,-5.53,-10.56,9.51696730570726,-0.000639691420496859
GIC,HNX,14.8,5.67,-0.65,0.0,-7.59,10.8924399442576,0
GIL,HSX,23.1,-6.9,0.65,0.75,-7.02,29.8440957881371,0.510679973883033
GKM,HNX,34.5,-0.59,-0.6,0.0,-24.24,117.224213360509,0
GLC,UpCom,10,0.0,0.0,0.0,0.0,-12.3541750606055,0
GLT,HNX,18.9,0.0,0.0,2.5,-24.5,12.0986202621508,0.060467969503111
GLW,UpCom,9.8,0.0,0.0,0.0,-5.38,31.9247769602158,0
GMA,HNX,44.4,0.0,0.0,0.0,0.0,74.1562160484141,0
GMC,HSX,7.78,-0.49,-0.33,0.0,-6.92,-3.43595223045957,0.649939371327302
GMD,HSX,65,-2.48,1.09,-0.17,-1.64,8.95272309440307,0.762242328141032
GMH,HSX,10.45,0.0,3.59,0.0,-6.57,9.12539235318793,0
GMX,HNX,20.7,0.0,-2.01,0.0,-7.18,5.36534861900193,-0.216282534396635
GND,UpCom,28.9,0.0,14.87,0.0,-14.06,0,0
GSM,UpCom,24.2,1.68,0.0,0.0,-6.06,12.9333854972416,0
GSP,HSX,10.95,-5.02,-1.08,0.41,-1.61,7.92238698999475,0.860554052793583
GTA,HSX,16.7,-6.77,-5.88,1.82,3.24,51.3161674209282,0.22768398470292
GTD,UpCom,11.1,0.0,0.0,0.0,0.0,0,0
GTS,UpCom,10,0.0,0.0,3.09,-7.92,9.16178095578117,0
GTT,UpCom,0.5,0.0,0.0,0.0,0.0,-0.189064009363457,1.30118459098965
GVR,HSX,18.5,-6.11,2.02,3.65,-7.09,33.2772906504881,0
GVT,UpCom,74.7,-10.0,0.96,-14.14,-3.88,319.868029091379,0
H11,UpCom,8,7.84,-13.64,0.0,0.0,0,0.241803515391872
HAC,UpCom,8.8,0.0,-1.12,4.08,1.82,-7.94430229937968,0
HAD,HNX,16.9,0.0,1.71,-6.45,-6.45,8.36518493301078,-0.0531066514766453
HAF,UpCom,15.4,0.0,0.0,0.0,0.0,-36.0269247140626,0
HAG,HSX,8.2,-3.6,1.23,0.33,-7.11,8.21961779465014,1.13646115101203
HAH,HSX,30.9,-7.0,3.17,-29.77,-6.92,6.88693140730462,0
HAM,UpCom,25.1,1.6,0.0,0.0,-15.2,0,0
HAN,UpCom,10.5,-1.1,0.0,-6.08,0.0,33.2855024394768,0
HAP,HSX,4.6,0.0,0.61,-0.19,-7.74,-59.6762490436456,0.732207816435034
HAR,HSX,3.7,-1.74,2.25,3.79,-6.47,-26.4770420497309,1.32273108851786
HAS,HSX,6.94,0.0,0.0,4.71,-3.85,51.5955640495718,0.0677175636601063
HAT,HNX,34.3,-5.82,-13.1,-8.88,-5.57,6.22406787588858,0.448453608247423
HAV,UpCom,3,5.56,0.0,0.0,8.0,0,0
HAX,HSX,13.7,-1.89,0.69,-0.31,-6.74,16.6247369198753,0.527842552000746
HBC,HSX,7.1,-6.85,0.0,2.44,-7.43,-1.66928467870641,0.696296987221341
HBD,UpCom,13.9,-14.38,0.0,0.0,-7.65,18.98367599623,0.215197427949868
HBH,UpCom,5.5,0.0,0.0,7.14,0.0,7.1936266640232,0
HBS,HNX,7.2,-7.35,0.0,3.06,0.0,29.0958328344679,0.691700990272544
HC1,UpCom,9,0.0,0.0,-10.0,-10.0,20.7583864871324,0
HC3,UpCom,30.7,10.34,0.0,0.0,-2.86,10.3674850884248,0
HCB,UpCom,23,0.0,0.0,0.0,-10.31,0,0
HCC,HNX,10,-1.05,1.03,-11.68,-12.56,6.19145948312963,0.310665147664534
HCD,HSX,7.6,-0.67,1.43,6.95,-1.69,8.55700012511831,0
HCI,UpCom,11.3,0.0,0.0,0.0,0.0,0,0
HCM,HSX,27,-6.15,2.93,3.3,-6.76,13.2231377852825,1.29017815502285
HCT,HNX,9.2,9.09,0.0,-1.33,-1.33,49.6046222840674,0.829024625361493
HD2,UpCom,25.3,-1.64,2.02,-1.38,-6.82,0,0
HD6,UpCom,18.2,-1.68,1.05,0.0,-10.22,14.7572654757863,0
HD8,UpCom,9,-1.15,3.45,1.23,-27.23,0,0
HDA,HNX,4.9,0.0,-1.92,1.89,-29.76,-82.3547414464009,-1.2117255279993
HDB,HSX,18.35,0.0,0.88,1.17,-6.82,7.05733984065608,0
HDC,HSX,32.5,-3.41,3.85,-2.39,-6.88,20.4313048433524,0.712620091409383
HDG,HSX,26.6,-2.7,2.4,-0.16,-7.07,11.3699857565911,1.03507135528402
HDM,UpCom,26,0.39,0.75,0.0,-29.47,17.5438284546669,-0.069171053635462
HDO,UpCom,0.5,0.0,-16.67,0.0,0.0,-0.102258432495416,0.708526860047323
HDP,UpCom,15.4,0.0,0.65,0.0,-8.75,66.1214850423529,0
HDW,UpCom,12.4,0.0,0.0,-12.48,-12.48,8.69482180101033,0
HEC,UpCom,50,0.0,0.0,0.0,-5.18,0,0
HEJ,UpCom,11.6,0.0,0.0,2.27,-10.95,0,0
HEM,UpCom,19.2,7.64,-14.94,-5.62,-16.12,13.4915579660525,0
HEP,UpCom,12.5,0.0,-9.38,-1.52,-6.19,0,0
HES,UpCom,18.7,0.0,0.0,0.0,0.0,39.530590060992,0
HEV,HNX,30,0.0,0.0,0.0,-3.95,-378.130069541414,0.00599171733192352
HFB,UpCom,9.3,0.0,0.0,14.0,-5.86,0,0
HFC,UpCom,13,0.0,0.0,0.0,0.0,0,0
HFX,UpCom,2.5,0.0,-13.33,0.0,0.0,0,0
HGM,HNX,47,0.0,0.0,0.0,-9.93,11.5927574222973,-0.410128575177119
HGT,UpCom,8.3,0.0,0.0,0.0,0.0,-20.8817852688309,0
HGW,UpCom,10.5,0.0,0.0,0.0,-0.82,8.01682317029985,0
HHC,HNX,103.5,0.0,0.0,0.0,0.0,39.7582259406679,0.179388309525896
HHG,UpCom,2,0.0,-4.76,3.85,-5.56,-1.96893931608023,0.444746297432302
HHN,UpCom,4.4,0.0,-13.73,-3.45,-3.45,0,0
HHP,HSX,10.1,-5.0,0.46,0.89,-0.77,21.7942967004483,0
HHR,UpCom,0.5,0.0,0.0,0.0,0.0,48.8081293049836,0
HHS,HSX,5.74,-6.31,6.5,6.92,-6.49,11.4759295474009,1.14131144482791
HHV,HSX,14.5,-2.68,1.82,0.61,-6.8,20.948819504697,0
HID,HSX,3.11,-0.67,-1.27,2.67,-7.33,-9.8592112312042,0
HIG,UpCom,8,0.0,0.0,0.0,-13.04,3.53674354572612,-0.017220799722773
HII,HSX,5.12,-1.96,0.4,1.25,-4.04,-12.9478032015617,0
HJC,UpCom,7,-7.14,0.0,0.0,0.0,18.9287842658152,0
HJS,HNX,30.3,0.0,0.0,0.0,-15.69,17.4307301564802,0.283848917710981
HKB,UpCom,0.6,0.0,0.0,0.0,0.0,-0.617742233474108,0
HKT,HNX,3.3,-2.7,-2.17,0.0,5.08,60.1570562153914,0
HLA,UpCom,0.4,0.0,0.0,0.0,0.0,-0.164494384437024,0.665744764915053
HLB,UpCom,300,0.0,0.0,-5.85,-15.27,0,0
HLC,HNX,11.7,-5.17,0.0,0.0,-2.2,4.84577649394346,0.445044496843386
HLD,HNX,26,0.0,0.37,-1.23,-7.6,118.227900165754,0.649636315835597
HLR,UpCom,18,0.0,0.0,0.0,-8.18,0,0
HLS,UpCom,22,0.0,0.0,0.0,-17.03,0,0
HLT,UpCom,9.3,0.0,0.0,-2.7,0.0,1239.56876441558,0
HLY,UpCom,11,0.0,-14.83,0.0,0.0,-1.35907972195792,-0.120041663050082
HMC,HSX,10,-1.48,0.0,0.0,-1.9,-19.7989386269095,0.113235705624475
HMG,UpCom,13.3,0.0,0.0,0.0,-6.86,0,0
HMH,HNX,11.1,0.0,0.9,2.94,2.73,38.0609014687531,0.514153010253264
HMR,HNX,7.5,0.0,0.0,0.0,-17.27,9.7378655332498,0
HMS,UpCom,30,-4.19,0.31,-5.38,-9.09,0,0
HNA,UpCom,17.7,-2.79,-2.79,-3.92,-13.48,9.15855876661511,0
HNB,UpCom,12.5,0.0,0.0,-11.48,-3.18,7.91527867631563,0
HND,UpCom,13.8,-0.74,0.0,3.42,-6.15,32.7486945215403,0
HNF,UpCom,25.1,0.0,-1.96,0.0,0.0,9.7630986199346,0
HNG,HSX,3.55,-5.1,0.79,0.68,-6.67,-1.14595386518815,0
HNI,UpCom,21.2,0.0,0.0,3.96,6.63,9.87268670936962,0
HNM,UpCom,9.1,-1.08,2.17,0.0,0.0,4.32258677457178,0.466129173604417
HNP,UpCom,20.9,0.0,0.0,0.0,-5.38,0,0
HNR,UpCom,12,0.0,0.0,0.0,0.0,-15.2776598247838,0
HOM,HNX,4.9,2.08,0.0,8.47,-3.45,43.754038724773,0.358338445359741
HOT,UpCom,13.6,0.0,0.0,0.0,-100.0,-26.7244346626131,-0.46590803096726
HPB,UpCom,16.4,0.0,0.0,0.0,-5.29,4.44218732081444,-0.00772962670619718
HPD,UpCom,21.2,1.92,-1.38,2.44,-7.58,30.6234695460747,0
HPG,HSX,25.1,0.0,0.2,0.73,-6.8,0,1.10707956347356
HPH,UpCom,15.5,0.0,0.0,0.0,-3.8,0,0
HPI,UpCom,19,0.0,0.0,0.0,0.0,50.1959368991028,0
HPM,UpCom,12.5,0.0,0.0,0.0,0.0,2.45969894553686,0
HPP,UpCom,60,4.98,0.34,0.18,-7.68,0,0.104326987339838
HPT,UpCom,13.6,-1.46,0.0,0.72,-20.41,6.68311695152006,0.0364266883368453
HPW,UpCom,16,0.0,0.0,2.0,8.1,13.0754980794718,0
HQC,HSX,3.19,-6.98,1.13,4.08,-6.96,153.74609718515,1.13431582874732
HRB,UpCom,64.6,0.0,0.0,0.0,-6.17,0,0
HRC,HSX,53.1,5.8,0.0,-3.47,0.0,149.301056691887,-0.305381960638
HRT,UpCom,6.4,-3.03,0.0,1.89,-2.08,85.3509651283,0
HSA,UpCom,30.3,0.0,-3.54,0.0,0.0,13.9343860060777,0
HSG,HSX,19.45,-1.16,2.18,0.53,-6.76,-11.2782427709549,0.754220688368622
HSI,UpCom,1.2,0.0,0.0,0.0,0.0,-0.443167400882957,0.621770357242795
HSL,HSX,9.14,0.55,-3.05,6.9,-6.5,25.4220171468524,0
HSM,UpCom,6.5,-13.24,2.99,0.0,-14.16,-3.03713665278109,0
HSP,UpCom,13.1,0.0,0.0,0.0,-6.89,13.9012040901339,0
HSV,UpCom,4.3,0.0,0.0,4.65,-2.5,-523.906799305116,0
HT1,HSX,11.75,-1.76,0.72,2.37,-6.6,87.799957651382,0.778472157447999
HTC,HNX,20.2,0.0,0.0,-1.3,-6.51,10.2762431249846,-0.00508281482779774
HTE,UpCom,3.9,0.0,2.56,4.26,8.11,13.9729420351871,0
HTI,HSX,16.85,-3.03,0.0,3.24,-1.22,7.68906635601421,0.193731927991792
HTL,HSX,14.15,-6.87,-1.06,0.0,0.0,7.08761044833339,0.392873799085906
HTM,UpCom,9.1,-7.76,-12.4,0.0,-14.93,-74.9735274554099,0
HTN,HSX,15.8,-5.61,6.87,2.33,-2.7,-189.466918496383,0
HTP,HNX,24.5,0.0,1.06,5.52,0.21,1188.23251294085,0.233371308386644
HTT,UpCom,1.1,0.0,0.0,0.0,0.0,-2.07875139262418,0
HTV,HSX,9.33,0.0,-3.03,0.0,-0.47,12.911040352923,-0.0747131797406958
HU1,HSX,6.5,4.38,0.0,0.0,-5.33,45.9802736788182,0.124335416472344
HU3,UpCom,4.3,-2.5,0.0,14.63,-100.0,-4.08449009936458,-0.215558250163231
HU4,UpCom,13.3,-14.06,-0.73,14.85,-5.56,36.996832332228,0
HU6,UpCom,6,0.0,0.0,-6.78,-14.1,4.63809348794228,0
HUB,HSX,16.5,1.92,0.81,1.1,-3.82,8.29047986394979,0
HUG,UpCom,39.4,0.0,14.96,1.56,-23.16,10.02989508866,0
HUT,HNX,19,-5.14,2.22,-0.81,-10.0,223.917041640074,1.49864166155464
HVA,UpCom,4.9,4.0,0.0,0.0,14.81,12.8942996831184,0
HVG,UpCom,1.4,0.0,0.0,0.0,0.0,-0.617163587199516,0.925473370021453
HVH,HSX,5.39,-1.08,-0.86,3.57,-1.96,13.753629971963,0
HVN,HSX,10.55,-3.32,2.19,0.0,-5.61,-5.28780917185369,0
HVT,HNX,46.9,2.95,0.19,-6.15,-11.8,4.20181387783616,0.120735733375255
HVX,HSX,3.05,-5.64,-0.87,1.32,-2.41,-8.56234624966336,0.474489320026117
HWS,UpCom,12.1,0.0,-1.72,-13.68,-13.03,8.37794024709408,0
IBD,UpCom,10,0.0,0.0,0.0,0.0,50.4026510286934,0
ICC,UpCom,25.4,0.0,0.0,-7.42,6.14,0,0
ICF,UpCom,2.2,-9.09,4.17,0.0,-11.11,124.112266692147,0.300345117059976
ICG,HNX,6.8,-1.49,1.39,-2.41,-8.47,100.709881682891,0.712470423275787
ICI,UpCom,5,0.0,13.46,13.73,0.0,0,0.131835891437035
ICN,UpCom,44.9,-3.05,-0.81,-3.2,-51.46,0,0
ICT,HSX,12.8,-1.57,-0.79,0.74,-2.9,28.1245231367085,0
IDC,HNX,44.9,-2.97,2.17,-3.29,-13.03,13.1101068050005,0
IDI,HSX,10.35,-7.0,-0.37,4.26,-6.76,23.834813193903,1.18608338774368
IDJ,HNX,5.9,-1.79,0.0,8.45,-9.86,12.7457308270733,0.456839891332924
IDP,UpCom,224.2,0.0,0.0,0.0,-7.51,14.2658010644383,0
IDV,HNX,35.4,-0.85,-0.28,0.0,-20.33,10.6726380950787,0.625010954342301
IFS,UpCom,28.1,1.81,0.0,0.0,-6.82,12.6719071952428,0.0880326613932126
IHK,UpCom,16,0.0,0.0,0.0,0.0,15.743274140157,0.33436820863086
IJC,HSX,12.65,-6.5,0.36,-0.29,-6.91,11.1376075496088,0.88564499580263
ILA,UpCom,3.2,-3.03,3.33,7.32,-11.63,15.8222984731326,0
ILB,HSX,30.5,-0.49,3.32,2.69,0.0,8.70664907359023,0
ILC,UpCom,6.4,-11.84,1.28,0.0,0.0,4.48061200171039,0.206314023842329
ILS,UpCom,9.3,-4.2,-2.34,10.53,11.9,-44.1046056116063,0
IME,UpCom,141,0.0,0.0,0.0,0.0,643.500641864969,0
IMP,HSX,58.6,-0.52,0.94,-0.59,-0.97,16.7999859043657,0.602649006622517
IN4,UpCom,97.5,0.0,0.0,-1.52,-1.52,126.616721241361,0.0897714802764569
INC,HNX,15.8,-8.67,-8.67,-8.67,-8.67,15.8661412116448,0.628341074401893
INN,HNX,42,-1.64,1.58,-2.3,-7.45,9.69673339290343,0.277497649773524
IPA,HNX,13.9,-4.55,4.49,0.0,-9.32,-104.738656688285,0
IRC,UpCom,7.9,0.0,0.0,-3.66,-3.66,3.89210881020993,0
ISG,UpCom,2.1,0.0,-8.7,0.0,0.0,-1.16493218676007,0
ISH,UpCom,21,3.57,-0.49,-5.17,-5.21,8.86928422492529,0
IST,UpCom,30.6,-6.08,10.43,3.34,-8.13,7.90569224454227,0
ITA,HSX,5.13,-5.56,0.89,0.0,-6.86,-34.3529647884961,1.24577931163138
ITC,HSX,9.1,-6.1,1.48,-0.71,-7.44,16.505844509113,0.554146068463763
ITD,HSX,9.79,-6.12,2.4,-0.44,0.88,208.875480952912,0.550694897864005
ITQ,HNX,2.5,4.17,0.0,0.0,-3.7,-5.13725216125482,1.2704408027342
ITS,UpCom,4,-6.67,4.76,2.42,-5.6,50.9927957020437,0
IVS,HNX,8.9,-9.3,4.08,0.78,-9.26,22.8996435602264,0.622995355358864
JOS,UpCom,1.1,0.0,0.0,0.0,0.0,-0.514961385995745,0
JVC,HSX,3.18,-4.22,0.29,0.0,-8.06,24.79156148269,0.211547430277026
KAC,UpCom,21,0.0,0.0,0.0,0.0,1004.05107389114,0.441190187482511
KBC,HSX,28.45,-3.95,2.76,0.31,-6.97,11.9807524582554,1.11687342598638
KCB,UpCom,7.8,-3.7,0.0,1.52,-2.04,4.66980932069804,0
KCE,UpCom,9,0.0,0.0,-3.06,-3.06,9.13402081326226,0.0221781568257513
KDC,HSX,63,-0.63,-0.63,0.93,-0.49,44.10391721411,0.797593508068277
KDH,HSX,29.2,0.0,3.87,0.0,-7.21,30.4607164021089,0.851879488853652
KDM,HNX,19,-8.12,-1.35,0.81,0.0,-22.9782218934668,0
KGM,UpCom,9.3,-12.2,-2.5,14.71,-2.5,33.2050450615125,0
KHD,UpCom,6.5,0.0,-4.35,1.41,0.0,4.46459953698135,0
KHG,HSX,5.54,-2.09,1.31,0.65,-6.36,11.3870908838563,0
KHL,UpCom,0.8,0.0,20.0,0.0,0.0,-9.72273493472577,0.703268775742704
KHP,HSX,8.7,-0.91,0.11,-0.48,-1.23,3.16191526645052,0.294935173957653
KHS,HNX,10.8,0.0,0.0,0.0,-12.86,20.7444116001834,0
KHW,UpCom,16.1,0.0,0.0,8.52,-6.16,13.4520089313927,0
KIP,UpCom,9.9,-1.0,0.0,0.0,-11.24,7.79764142389415,0
KKC,HNX,6.5,0.0,0.0,-1.49,-8.86,-4.20085263923365,0.198054508807291
KLB,UpCom,11.7,-1.79,0.0,0.69,0.47,9.26534725415211,0
KLF,HNX,0.8,0.0,0.0,0.0,0.0,-1.29152414177099,2.18429585487687
KLM,UpCom,9.2,0.0,0.0,0.0,0.0,0,0
KMR,HSX,3.57,0.28,0.0,0.75,-6.21,16.4856482081623,1.13534185243914
KMT,HNX,8.3,0.0,0.0,0.0,-6.21,23.2907274501425,0.0135833844535974
KOS,HSX,38.5,0.26,0.13,0.13,0.0,749.76610493685,0
KPF,HSX,4.8,-6.88,-2.01,1.55,3.06,7.88415528019618,0
