Ticker,Stock_Ex,Price,% Price 7 days,% Price 1 month,% Price 3 months,% Price 1 year,EPS,PE,Beta
DAT,HSX,9.57,-2.74,0.47,-2.7,-0.49,1.05776552217173,10.5883579727622,0
DBC,HSX,19.8,1.48,1.88,-0.38,0.63,0.524614145099032,48.4165366818411,0.84252037507668
DBD,HSX,58.5,3.66,1.05,1.19,-0.13,3.09513741951805,17.7698087500632,0
DBM,UpCom,33,0.0,-12.7,0.0,-4.9,4.08722704964029,8.85686054636624,-0.128053828234796
DBT,HSX,11.5,0.87,-1.57,-0.73,1.3,1.05825061349591,12.2844247234166,0.460373847585215
DC1,UpCom,6.8,0.0,0.0,-20.41,-11.1,0,0,0
DC2,HNX,0,-3.55,0.0,-2.0,-4.76,0.209035124980576,26.7897560303339,0.916067561715028
DC4,HSX,9.57,-1.48,2.33,7.0,1.94,-0.030373056247204,-432.949515945091,0.307812371642159
DCF,UpCom,90.8,0.0,0.0,0.0,0.0,0.4956512755,183.193314510092,0
DCG,UpCom,18.7,-15.0,2.33,-8.51,-8.51,0,0,0
DCH,UpCom,10.1,0.0,0.0,0.0,-1.22,0,0,0
DCL,HSX,22.9,1.56,3.18,-2.01,0.21,1.39488130061831,16.6322395960976,0.697882660199608
DCM,HSX,29.85,2.15,6.87,-0.6,1.83,3.8689679566853,9.00757007816042,0
DCR,UpCom,6.3,0.0,0.0,0.0,0.0,0,0,0
DCS,UpCom,0.5,20.0,0.0,-14.29,0.0,0.01101607460174,54.4658620871385,0.748751204977653
DCT,UpCom,0.6,0.0,0.0,-14.29,0.0,-3.48310861622626,-0.200969902787128,-0.0322731088517862
DDG,HNX,0,0.07,0.0,0.0,0.75,-1.86907674103839,-4.49419749096726,0
DDH,UpCom,16.5,0.0,0.0,0.0,-0.22,0,0,0
DDM,UpCom,1.2,0.0,0.0,0.0,0.0,-2.88094261428395,-0.590084645064176,-0.0574026861513391
DDN,UpCom,7.9,-2.44,0.0,0.0,-6.64,0.751766554178495,11.8387815346822,0.0142560113971084
DDV,UpCom,9.2,-1.1,3.67,-0.8,-10.26,0.426238244576837,27.6840479476797,0
DFC,UpCom,18,0.0,0.0,1.17,-26.7,1.43394724130318,13.5988266780849,0
DFF,UpCom,9.7,-1.1,0.0,-5.21,1.91,0.2457543376125,59.002010466498,0
DGC,HSX,85.8,0.0,3.85,0.54,0.69,10.5321229538479,9.10547668501756,0.452019980720358
DGT,UpCom,5.5,1.89,0.0,-2.11,0.0,0.0120893912407595,719.639213153088,0.036873254739009
DGW,HSX,46.8,-3.48,3.15,0.0,0.17,Infinity,0,0
DHA,HSX,43.5,0.55,0.62,0.21,0.52,5.27445807799489,10.0105070927158,0.393246898610204
DHB,UpCom,7,0.0,0.0,2.38,0.0,6.5387441763446,1.26935689425305,0
DHC,HSX,39.3,-2.1,2.27,2.01,-0.2,3.98496860586644,12.1080000301556,0.876970431862699
DHD,UpCom,23,0.0,0.0,0.0,-32.05,1.09956386755907,21.3721100641182,0
DHG,HSX,103,-1.46,-0.09,-0.5,-0.47,8.32461500814587,14.2469050981873,0.143083667568324
DHM,HSX,7.5,1.07,-1.11,0.0,-2.31,-0.0292060210509686,-273.231330829824,1.0644529428225
DHN,UpCom,24.2,0.0,0.0,0.0,-7.85,0,0,0
DHP,HNX,0,-100.0,0.0,0.0,-7.84,1.18879240935228,9.25308734600133,0.253790202436246
DHT,HNX,0,0.75,-3.43,0.0,-65.12,0.528183285165671,41.0842232411681,0.362410785091197
DIC,UpCom,1.6,-6.25,0.0,11.11,0.0,-1.58929171428633,-1.06965888308515,0.817274507975002
DID,UpCom,4.3,4.88,2.17,13.73,-2.86,0.021412158837391,238.182428905493,0.177197441065638
DIG,HSX,22,6.82,0.21,5.08,-4.3,0.122884681671775,230.297215364802,1.21397257718496
DIH,HNX,0,1.49,0.36,-2.76,-2.17,5.80259950889888,5.77327453818316,0.406197432492253
DKC,UpCom,1.3,0.0,0.0,0.0,0.0,0,0,0
DL1,HNX,0,-1.38,-2.22,1.79,0.0,0.386188472979475,12.9470461959276,-0.513189028130751
DLD,UpCom,5.4,0.0,0.0,0.0,0.0,-0.570213283065169,-15.7835677759394,0
DLG,HSX,2.13,1.08,-0.4,3.68,-1.9,-1.58337220409767,-1.70522129478625,1.34754220688369
DLR,UpCom,8.5,0.0,0.0,0.0,0.0,0.443617479743378,19.160651660789,-0.348610989396197
DLT,UpCom,17.1,0.0,0.0,0.0,0.0,2.69770417148208,6.33872319313852,0
DM7,UpCom,23,0.0,0.0,0.0,-9.12,3.24802001959066,6.15759751459924,0
DMC,HSX,62.6,0.0,-0.61,-0.48,-0.45,5.57544375165678,12.6472892249675,0.665516276466747
DMN,UpCom,6,0.0,0.0,0.0,0.0,0.82831792528,5.31197003676173,0
DNA,UpCom,22,0.0,0.0,-7.65,-20.33,2.25226453166881,8.34715449080493,0
DNC,HNX,0,9.79,0.0,-2.58,-5.69,4.66223299370452,8.74156024259575,0.199369029883446
DND,UpCom,15.1,0.0,0.0,0.0,0.0,0,0,0
DNE,UpCom,8.5,-1.16,0.0,-3.23,1.12,0.542396097195164,17.8836095063379,0
DNH,UpCom,43.8,0.0,0.0,0.0,-8.14,2.67225522457079,16.0538557865072,0
DNL,UpCom,27,0.0,0.0,1.48,-4.31,0,0,0.0531447933311515
DNN,UpCom,0.2,0.0,0.0,-450.0,-450.0,-11.7189911685967,-0.0170663154466691,0
DNP,HNX,0,0.84,0.0,0.43,-3.6,0.469417962573238,49.2098765743247,0.564718254316011
DNT,UpCom,27.9,0.0,0.0,0.0,-0.63,0,0,0
DNW,UpCom,27,-0.36,-0.38,-3.56,-5.71,2.32226093992051,11.6266004116334,0
DOC,UpCom,7.9,-5.06,5.81,-9.81,-13.5,0,0,0
DOP,UpCom,11,0.0,0.0,0.0,-10.0,0,0,0
DP1,UpCom,29.9,7.93,6.11,-6.06,-4.83,3.45595971884018,8.15981732838712,0
DP2,UpCom,5,0.0,0.0,0.0,0.0,-0.9408896444,-5.31411949292786,0
DP3,HNX,0,1.24,0.0,-0.45,-63.06,5.25045957586047,12.9512472227454,0
DPC,HNX,0,-100.0,0.0,0.0,0.0,-6.4205626632451,-1.79112028075552,0.699588116729472
DPG,HSX,35.75,2.06,1.56,1.92,0.0,4.14684210663531,10.8516309140384,0
DPH,UpCom,38.5,0.0,0.0,1.32,-3.93,0,0,0
DPM,HSX,30.85,0.95,3.42,1.81,1.69,5.92212944124455,6.66989811551619,0.738363958585953
DPP,UpCom,21.4,0.0,0.0,0.0,-9.67,0,0,0.022235912442485
DPR,HSX,30.9,0.97,1.12,0.79,-1.08,2.71737207972863,13.1319793817499,0.342691913067811
DPS,UpCom,0.5,-20.0,0.0,0.0,0.0,0.033702971128635,14.8354872955158,0
DQC,HSX,15.3,1.22,1.99,-0.7,0.6,0.287170105227863,68.7745682452872,0.944035071355284
DRC,HSX,22.4,2.3,-0.66,0.42,-0.87,1.86464056574844,12.6834095720251,0.675776513384945
DRG,UpCom,7,0.0,0.0,-5.48,0.0,0.164933630109114,41.8350096061986,0
DRH,HSX,4.28,1.65,0.0,1.95,1.74,-0.217078897654462,-30.3576260576452,1.03861580076485
DRI,UpCom,7.1,1.41,0.0,0.0,-5.07,0.578357848522299,13.8322666847869,0
DRL,HSX,65,-1.21,0.0,-0.74,-0.15,5.72339397028825,11.1821762283432,-0.0820818953455834
DS3,HNX,0,-4.63,3.85,0.0,-2.63,-Infinity,0,0
DSC,UpCom,16.4,1.25,5.98,2.19,-27.5,0.146763921760596,111.74408399056,0
DSD,UpCom,17.4,0.0,0.0,0.0,0.0,0.656341657459807,29.1006974537033,0
DSG,UpCom,4.4,0.0,0.0,-2.33,-14.55,-1.1199473403,-4.73236536155378,0
DSN,HSX,52.2,0.57,0.38,0.37,-0.38,9.43627977337582,5.76498379726807,0.0940210801231228
DSP,UpCom,10.9,0.0,-0.92,-1.83,11.32,-0.0113172282659963,-927.789009217768,0
DST,HNX,0,-3.1,2.22,0.0,-2.04,-0.0294955801126664,-162.736246639839,0.251161160283937
DSV,UpCom,7.9,0.0,0.0,-16.84,-16.84,0,0,0
DTA,HSX,6.44,4.57,2.05,2.54,-1.61,0.229232278648954,34.4628603203742,-0.00205204738363959
DTB,UpCom,16.6,0.0,14.29,0.0,-8.13,0,0,0
DTC,HNX,0,-6.94,1.89,-1.54,-1.23,-3.67698476507088,-1.55018319742484,0.334797815665831
DTD,HNX,0,2.91,-12.41,-14.11,-13.04,4.06834491854597,7.46741199637314,0
DTE,UpCom,4,-14.89,0.0,0.0,0.0,0.804359996425494,13.4268238699019,0
DTG,HNX,0,1.66,-0.95,-17.69,-14.5,1.29939652723886,17.3157304397381,0
DTH,UpCom,13.6,0.0,0.0,0.0,-2.94,0.425525655923071,31.9604700931562,0
DTI,UpCom,3.3,3.12,-4.88,0.0,-6.86,0.237951664596303,18.0708969079715,0
DTK,HNX,0,-2.57,0.0,1.85,-4.78,1.03930201524523,10.5840264318206,0
DTL,HSX,15.2,-6.45,0.0,0.79,2.2,-3.70889099012709,-6.28220135399601,0.1823523925007
DTP,UpCom,105,2.13,-7.53,-0.3,0.16,11.4846505704519,8.28814232763557,0
DTT,HSX,19.8,1.54,0.0,0.0,0.0,0.872785643458418,20.0507422769423,-0.389982277772596
DTV,UpCom,38.5,0.0,0.0,0.0,-7.03,0,0,0
DUS,UpCom,13,0.0,0.0,-8.45,-8.45,0,0,0
DVC,UpCom,9.5,0.0,-12.21,0.0,-4.76,0.146322006607947,82.010903747053,-0.0254702269795738
DVG,HNX,0,0.3,0.0,2.5,-2.94,0.0953119921785714,29.3772057009791,0
DVM,HNX,0,0.19,1.45,-1.42,0.0,1.21710972774194,11.0096893440007,0
DVN,UpCom,18.2,0.56,-0.53,0.0,0.0,1.28496895993281,14.941995175513,0
DVP,HSX,61,1.48,0.16,-0.17,-0.2,8.50286418766266,7.6209614278001,0.188601809532693
DVW,UpCom,10.8,0.0,0.0,0.0,-21.74,0,0,0
DWC,UpCom,8.5,0.0,0.0,0.0,0.0,-1.16081547360803,-7.75317025368929,0
DWS,UpCom,11.2,0.0,0.0,3.11,-4.96,1.50594799245421,7.28826499088401,0
DXG,HSX,18,6.75,0.28,3.74,-1.09,-0.275552639442231,-83.8315323226757,1.01884152597705
DXL,UpCom,9.7,0.0,0.0,0.0,0.0,0,0,-0.165440964133762
DXP,HNX,0,0.9,9.76,-10.52,-18.1,1.25118812350667,9.88813717785758,0.0887739900096398
DXS,HSX,5.99,0.96,1.31,1.34,-2.6,-0.0650871726290132,-148.066911469094,0
DXV,HSX,3.75,0.0,0.27,2.38,-4.68,-0.188134755667111,-20.5172084568465,0.741628579423561
DZM,HNX,0,0.0,0.0,0.0,0.0,-1.36981959439415,-2.11706710275424,0.668713248011069
E12,UpCom,5.2,6.12,-8.93,-14.29,4.0,0.0821773775,59.6271157472749,0
E29,UpCom,5.9,0.0,4.51,-7.11,-2.21,0.3670731866775,14.2849680296639,0
EBS,HNX,0,-100.0,-2.99,0.0,-16.96,1.28342601294743,10.5187208797466,0.064762071685216
ECI,HNX,0,-100.0,0.0,0.0,0.0,-0.423369779297046,-59.2862344631105,0.0355797037945842
EFI,UpCom,1.6,11.76,0.0,9.09,0.0,0.505471386925625,3.16536215775043,0.272631671194461
EIB,HSX,17.6,3.49,1.19,5.78,2.64,1.69219267221445,10.4007068988002,1.19979479526164
EIC,UpCom,22.8,-4.35,5.09,-0.89,-16.7,2.53435596780229,8.68070637254547,0
EID,HNX,0,-2.22,0.97,0.49,-6.68,4.68021090935033,4.50834383507066,0.436245727806503
EIN,UpCom,3.9,2.86,2.22,0.0,0.0,-0.0703188687602865,-72.5267640096095,0
ELC,HSX,22.5,0.0,0.0,6.67,5.31,0.295666858858484,81.5106572750348,0.514504244007089
EME,UpCom,46,0.0,0.0,0.0,-1.72,0,0,0
EMG,UpCom,29.7,0.0,0.0,0.0,-4.81,0,0,0
EMS,UpCom,17.8,0.0,-14.73,-8.0,-13.26,2.69989652881933,8.33365270106825,0
EPC,UpCom,12.4,0.0,0.0,0.0,0.0,0,0,0
EPH,UpCom,12.9,0.0,0.0,0.0,-9.92,-0.29830573772672,-42.5737704436465,0
EVE,HSX,13.6,1.01,1.92,-0.84,0.0,1.79885987709751,9.14468114467167,-0.405465908030967
EVF,HSX,11.75,-0.89,3.14,7.0,-2.31,1.28436827525632,9.14846639111753,0
EVG,HSX,4.68,-1.51,-2.66,1.82,0.21,0.119177936467692,56.6380002881644,0
EVS,HNX,0,-1.17,-2.25,0.96,-39.38,1.28862854231634,6.05294679099635,0
FBA,UpCom,0.9,0.0,0.0,0.0,0.0,0,0,-0.0747357680534432
FBC,UpCom,3.7,0.0,0.0,0.0,0.0,0.336814316169324,10.9852812733171,0
FCC,UpCom,10,0.0,0.0,0.0,0.0,0,0,0
FCM,HSX,4.93,0.96,2.19,0.0,2.14,0.541922046808482,11.8098166289621,1.39100830146442
FCN,HSX,12.7,-0.79,2.76,1.18,3.0,0.183204842157049,99.3423524493878,1.14009887137394
FCS,UpCom,8.1,9.21,6.02,14.74,0.0,0.00361261636672325,1439.40000048125,0
FDC,HSX,10.65,-2.26,0.0,4.25,0.0,-4.45881693127917,-3.29683865172342,0.388023505270031
FGL,UpCom,12.5,0.0,0.0,0.0,0.0,-1.75292217111942,-7.13094979682837,0
FHN,UpCom,14.4,0.0,0.0,0.0,-4.0,0.135543256,106.239147744835,0
FHS,UpCom,26.8,0.0,14.62,-2.24,-5.12,3.54670594330871,7.0205989439234,0
FIC,UpCom,12.4,-4.72,0.0,-2.0,-1.58,0.564357093917808,25.5157597116998,0
FID,HNX,0,-3.63,-4.17,-3.13,0.0,-0.0361843556716029,-77.3815077823096,0
FIR,HSX,22.85,4.53,4.93,-1.09,-2.12,1.0238377034951,22.4644979584991,0
FIT,HSX,4.22,1.37,2.08,3.04,-0.98,0.666556336747551,8.70144004376433,1.80843046183507
FMC,HSX,43.05,-0.22,0.2,-2.11,-1.39,3.93330310836019,13.2204405730834,0.918384479059789
FOC,UpCom,74.9,-0.65,0.77,1.0,-5.56,7.84699618704382,10.194983926727,0
FOX,UpCom,46.4,-1.71,-33.13,-32.71,-36.77,4.55354204558309,10.85946778166,0
FPT,HSX,89,0.23,0.33,-0.48,0.14,4.52036711902136,21.7902655705815,0.742001678947859
FRC,UpCom,22.8,0.0,-8.56,3.07,-13.93,0,0,0
FRM,UpCom,7,0.0,0.0,0.0,0.0,0,0,0
FRT,HSX,92.8,-0.11,6.97,0.0,-1.16,-0.282437122597303,-315.822506544866,0
FSO,UpCom,11,0.0,0.0,0.0,0.0,0,0,0
FT1,UpCom,35.5,0.0,0.26,-8.68,-10.72,0,0,0
FTI,UpCom,3.7,0.0,0.0,0.0,0.0,-0.331074318344909,-11.1757384822141,0
FTM,UpCom,0.5,0.0,0.0,0.0,-5.88,-3.96217949485704,-0.201909075810021,0
FTS,HSX,36.35,0.68,6.93,2.63,-4.3,1.83894215758986,19.7667989990728,0
G20,UpCom,0.5,20.0,0.0,12.5,0.0,-1.83440518993056,-0.38159508261449,0
G36,UpCom,7,3.08,0.0,-0.1,-2.09,0.277043326535797,33.9297109861457,0
GAS,HSX,79.2,2.78,-0.58,0.7,1.27,6.40709616241619,14.6890707254903,1.72996921928925
GCB,UpCom,17.5,0.0,0.0,0.0,0.0,0,0,0
GDT,HSX,23.25,-0.2,-0.72,-0.18,-0.15,2.5213884665133,11.3826173083467,0.208469359201567
GDW,HNX,0,-100.0,0.0,-2.36,-5.09,4.49877273635246,6.89076817539673,-0.0656392584178811
GEE,UpCom,29.9,0.77,5.2,-2.74,-10.66,Infinity,0,0
GEG,HSX,12.8,-0.4,0.68,0.0,-3.82,0.636072983381162,23.5035921829765,0
GER,UpCom,6.7,0.0,0.0,-11.23,-11.23,0.2926815095535,29.3834756186673,0.0125907244479526
GEX,HSX,19.3,2.58,2.6,0.43,0.0,0.375621710832197,65.2251967696963,0
GGG,UpCom,4.6,0.0,0.0,-1.64,0.0,-2.98238957248525,-2.01180960909816,-0.0362801532449031
GH3,UpCom,5.2,0.0,0.0,-7.5,-7.5,0,0,0
GHC,UpCom,26,0.39,0.38,-5.53,-8.51,2.73196273191019,9.51696730570726,-0.000639691420496859
GIC,HNX,0,-6.84,0.0,0.0,-7.59,1.3679212441153,10.8924399442576,0
GIL,HSX,23.35,-4.26,2.27,-0.15,-5.98,1.17443665403099,29.8440957881371,0.510679973883033
GKM,HNX,0,-0.88,-3.83,0.27,-24.24,0.30454459003456,117.224213360509,0
GLC,UpCom,10,0.0,0.0,0.0,0.0,-0.809442957619048,-12.3541750606055,0
GLT,HNX,0,-100.0,0.0,-1.48,-16.19,1.73573511234964,12.0986202621508,0.060467969503111
GLW,UpCom,9.8,0.0,13.7,-5.71,-5.38,0.263118517960767,31.9247769602158,0
GMA,HNX,0,-100.0,0.0,0.0,0.0,0.598736051621253,74.1562160484141,0
GMC,HSX,7.49,0.12,0.0,-0.52,-2.26,-2.75032927298178,-3.43595223045957,0.649939371327302
GMD,HSX,63.5,5.93,2.56,2.47,3.28,7.33933023435042,8.95272309440307,0.762242328141032
GMH,HSX,10.45,-6.7,0.0,1.48,-0.72,1.14515624047105,9.12539235318793,0
GMX,HNX,0,1.05,0.51,0.49,-8.66,3.67170922132262,5.36534861900193,-0.216282534396635
GND,UpCom,28.9,0.0,0.0,0.0,-3.75,0,0,0
GSM,UpCom,24.2,0.0,0.0,11.54,-6.06,1.7010240671085,12.9333854972416,0
GSP,HSX,10.95,0.46,-0.36,0.0,-1.06,1.52100623400726,7.92238698999475,0.860554052793583
GTA,HSX,15.95,0.0,0.0,0.3,-3.33,0.298151650229441,51.3161674209282,0.22768398470292
GTD,UpCom,11.1,-9.09,0.0,0.0,0.0,0,0,0
GTS,UpCom,10,0.0,0.0,0.0,-7.92,1.03691629889988,9.16178095578117,0
GTT,UpCom,0.5,0.0,0.0,0.0,0.0,-2.64460698619165,-0.189064009363457,1.30118459098965
GVR,HSX,18.5,1.05,2.63,0.46,0.35,0.694167089581289,33.2772906504881,0
GVT,UpCom,73.6,1.27,0.0,0.0,-3.88,0.220716025295017,319.868029091379,0
H11,UpCom,9.4,13.33,-13.73,13.04,9.09,0,0,0.241803515391872
HAC,UpCom,8.9,4.65,-1.08,-1.0,1.92,-1.10771212730502,-8.03457846187263,0
HAD,HNX,0,-100.0,-1.69,-6.45,-6.45,2.12786688430012,8.36518493301078,-0.0531066514766453
HAF,UpCom,16.9,0.0,0.0,0.0,-2.26,-0.91598159604,-36.0269247140626,0
HAG,HSX,8.32,0.69,0.92,2.81,-2.22,1.03411134341701,8.21961779465014,1.13646115101203
HAH,HSX,30.95,0.0,2.02,-0.7,1.92,5.73550071343884,6.88693140730462,0
HAM,UpCom,25.1,0.0,0.0,0.0,11.01,0,0,0
HAN,UpCom,10.4,-2.08,-1.75,-3.66,-1.62,0.393564736594252,33.2855024394768,0
HAP,HSX,4.65,0.0,4.02,1.15,1.11,-0.0874719856501409,-59.6762490436456,0.732207816435034
HAR,HSX,3.7,2.02,-0.28,4.38,-0.28,-0.168825505190654,-26.4770420497309,1.32273108851786
HAS,HSX,6.95,-6.67,0.0,0.12,0.0,0.15505208921282,51.5955640495718,0.0677175636601063
HAT,HNX,0,0.79,-8.88,-8.88,-8.88,6.17084065015869,6.22406787588858,0.448453608247423
HAV,UpCom,3,13.33,0.0,0.0,-3.45,0,0,0
HAX,HSX,13.8,1.89,2.11,1.55,-2.55,0.950390979186608,16.6247369198753,0.527842552000746
HBC,HSX,6.99,0.27,1.03,3.12,6.67,-5.34360622474078,-1.66928467870641,0.696296987221341
HBD,UpCom,13.9,0.0,-7.24,0.0,-7.65,0.932380009199223,18.98367599623,0.215197427949868
HBH,UpCom,6,0.0,8.33,0.0,0.0,0.97308358175,7.1936266640232,0
HBS,HNX,0,-2.09,0.0,1.03,0.0,0.247458116801889,29.0958328344679,0.691700990272544
HC1,UpCom,9,0.0,16.67,-10.0,-10.0,0.433559708775,20.7583864871324,0
HC3,UpCom,30.5,0.0,0.0,0.0,-2.86,2.79720682042535,10.3674850884248,0
HCB,UpCom,23,0.0,0.0,0.0,-10.31,0,0,0
HCC,HNX,0,3.22,-1.01,-11.68,-7.03,1.66358191118996,6.19145948312963,0.310665147664534
HCD,HSX,7.75,0.68,1.01,0.22,-1.61,0.871800852041808,8.55700012511831,0
HCI,UpCom,11.3,0.0,0.0,0.0,0.0,0,0,0
HCM,HSX,27.4,2.61,2.41,2.02,0.96,2.04187541855998,13.4190361228423,1.29017815502285
HCT,HNX,0,-100.0,0.0,-1.33,-1.33,0.226767144456788,49.6046222840674,0.829024625361493
HD2,UpCom,26,-1.41,-1.71,-1.71,1.77,0,0,0
HD6,UpCom,18.6,8.94,-1.02,1.15,-4.8,1.51112006737222,14.7572654757863,0
HD8,UpCom,8.8,1.18,1.12,0.0,-13.99,0,0,0
HDA,HNX,0,2.05,4.0,-1.85,-23.75,-0.0667842543538259,-82.3547414464009,-1.2117255279993
HDB,HSX,17.6,1.47,0.0,-0.29,-3.03,2.60012985265197,6.7688927082042,0
HDC,HSX,32.6,5.35,3.64,1.89,4.97,1.75221310016565,20.4313048433524,0.712620091409383
HDG,HSX,26.9,1.77,0.19,-0.16,1.16,2.77045201940905,11.3699857565911,1.03507135528402
HDM,UpCom,26.2,-0.77,0.75,0.39,-32.29,1.56750278715161,17.5438284546669,-0.069171053635462
HDO,UpCom,0.5,0.0,0.0,0.0,0.0,-5.86748677207521,-0.102258432495416,0.708526860047323
HDP,UpCom,15.4,0.0,0.0,0.0,-9.41,0.231392262139906,66.1214850423529,0
HDW,UpCom,12.4,0.0,3.28,-12.48,-12.48,1.41463508758405,8.69482180101033,0
HEC,UpCom,50,0.0,0.0,0.0,-6.94,0,0,0
HEJ,UpCom,11.6,6.9,0.0,3.76,1.47,0,0,0
HEM,UpCom,19.3,11.39,10.26,-6.89,-16.12,1.41209483435637,13.4915579660525,0
HEP,UpCom,12.5,0.0,0.0,0.0,-6.19,0,0,0
HES,UpCom,18.7,0.0,0.0,0.0,0.0,0.490759180929696,39.530590060992,0
HEV,HNX,0,-100.0,0.0,0.0,-3.95,-0.0793377792895,-378.130069541414,0.00599171733192352
HFB,UpCom,9.3,0.0,0.0,0.0,-5.86,0,0,0
HFC,UpCom,13,0.0,0.0,0.0,0.0,0,0,0
HFX,UpCom,2.5,-13.79,0.0,0.0,0.0,0,0,0
HGM,HNX,0,-100.0,-1.01,0.0,-3.0,4.01112507629657,11.5927574222973,-0.410128575177119
HGT,UpCom,8.3,0.0,0.0,0.0,0.0,-0.4645196699,-20.8817852688309,0
HGW,UpCom,10.5,0.0,0.0,9.89,-0.82,1.30974574054466,8.01682317029985,0
HHC,HNX,0,-100.0,0.0,0.0,0.0,3.23706596446385,39.7582259406679,0.179388309525896
HHG,UpCom,2,5.26,0.0,0.0,-5.0,-1.26971917294892,-1.96893931608023,0.444746297432302
HHN,UpCom,4.4,0.0,0.0,-3.45,-3.45,0,0,0
HHP,HSX,10,1.0,-0.94,0.45,-0.33,0.541426051144714,21.7942967004483,0
HHR,UpCom,0.5,0.0,0.0,0.0,0.0,0.0102441951191304,48.8081293049836,0
HHS,HSX,5.68,0.34,1.35,6.87,-3.41,0.649184884695229,11.4759295474009,1.14131144482791
HHV,HSX,14.4,0.36,2.16,1.87,5.15,0.859236960629888,20.948819504697,0
HID,HSX,3.1,0.0,-0.94,0.54,-0.32,-0.358040812517296,-9.8592112312042,0
HIG,UpCom,8,0.0,0.0,0.0,15.0,2.14886940535567,3.53674354572612,-0.017220799722773
HII,HSX,5.18,1.24,2.83,1.26,0.0,-0.432505801395295,-12.9478032015617,0
HJC,UpCom,7.4,-5.63,8.82,-2.86,-4.55,0.401504919347903,18.9287842658152,0
HJS,HNX,0,7.18,0.0,0.0,2.46,2.08252894021796,17.4307301564802,0.283848917710981
HKB,UpCom,0.6,0.0,0.0,0.0,0.0,-1.13315872230928,-0.617742233474108,0
HKT,HNX,0,-0.57,0.0,0.0,0.0,0.0847780845814584,60.1570562153914,0
HLA,UpCom,0.5,25.0,0.0,0.0,0.0,-3.64754093006565,-0.164494384437024,0.665744764915053
HLB,UpCom,300,0.0,0.0,-5.85,-5.85,0,0,0
HLC,HNX,0,0.0,0.88,-0.83,-6.55,2.43511024801667,4.84577649394346,0.445044496843386
HLD,HNX,0,-2.11,1.48,0.31,-2.69,0.2452889712102,118.227900165754,0.649636315835597
HLR,UpCom,18,0.0,-12.38,0.0,-8.18,0,0,0
HLS,UpCom,22,0.0,0.0,0.0,-17.03,0,0,0
HLT,UpCom,9.3,0.0,0.0,0.0,0.0,0.0087933806602,1239.56876441558,0
HLY,UpCom,12.9,-14.79,0.0,0.0,0.0,-15.3780530033154,-1.35907972195792,-0.120041663050082
HMC,HSX,10.1,0.0,-0.96,0.0,0.0,-0.545483785950088,-19.7989386269095,0.113235705624475
HMG,UpCom,13.3,0.0,0.0,0.0,-6.86,0,0,0
HMH,HNX,0,-100.0,0.0,-2.86,0.0,0.304774704548794,38.0609014687531,0.514153010253264
HMR,HNX,0,0.0,0.0,0.0,-12.61,0.780458507467567,9.7378655332498,0
HMS,UpCom,30.5,0.32,-3.03,-3.13,-9.09,0,0,0
HNA,UpCom,17.4006,-3.91,-1.69,-3.91,-1.47,1.95445598550389,9.15855876661511,0
HNB,UpCom,12.5,0.0,0.0,0.0,-3.18,1.57922424606514,7.91527867631563,0
HND,UpCom,13.6,-0.73,0.72,0.68,-8.14,0.433605070597853,32.7486945215403,0
HNF,UpCom,25.1,14.9,0.0,3.81,0.0,2.50944919781668,9.7630986199346,0
HNG,HSX,3.58,1.98,1.6,1.15,0.0,-3.49926827057876,-1.14595386518815,0
HNI,UpCom,21.2,0.0,0.0,3.06,-6.85,2.21824115812527,9.87268670936962,0
HNM,UpCom,9.4,-5.1,-1.08,0.0,0.0,2.26716096427488,4.32258677457178,0.466129173604417
HNP,UpCom,20.9,0.0,0.0,0.0,-5.38,0,0,0
HNR,UpCom,12,0.0,0.0,0.0,0.0,-0.78546060965,-15.2776598247838,0
HOM,HNX,0,3.0,0.0,9.26,1.64,0.13484469484321,43.754038724773,0.358338445359741
HOT,UpCom,15.4,0.0,0.0,0.0,-100.0,-0.785797726504521,-26.7244346626131,-0.46590803096726
HPB,UpCom,16.4,0.0,0.0,0.0,-5.29,3.73689779407063,4.44218732081444,-0.00772962670619718
HPD,UpCom,21.2,0.47,-0.92,0.0,-4.57,0.685748555316514,30.6234695460747,0
HPG,HSX,25.25,2.41,1.81,1.86,-1.3,-0.248346561929988,0,1.10707956347356
HPH,UpCom,15.5,0.0,0.0,0.0,-3.16,0,0,0
HPI,UpCom,19,0.0,0.0,0.0,0.0,0.66738469425,50.1959368991028,0
HPM,UpCom,12.5,0.0,0.0,0.0,0.0,5.69175346657895,2.45969894553686,0
HPP,UpCom,60.5,4.35,2.41,1.65,-4.96,0,0,0.104326987339838
HPT,UpCom,15.2,15.0,0.0,3.46,-8.96,2.08071160825814,6.68311695152006,0.0364266883368453
HPW,UpCom,16,0.0,0.0,-5.66,-4.97,1.26955010808051,13.0754980794718,0
HQC,HSX,3.24,0.0,0.56,6.99,0.83,0.0278381050209409,153.74609718515,1.13431582874732
HRB,UpCom,64.6,0.0,0.0,0.0,-6.17,0,0,0
HRC,HSX,50.1,-0.19,0.0,5.5,0.0,0.325181891379327,149.301056691887,-0.305381960638
HRT,UpCom,6.7,1.49,1.69,1.89,-5.88,0.0538951140515547,85.3509651283,0
HSA,UpCom,30.3,-3.3,0.0,0.0,0.0,3.71024600419783,13.9343860060777,0
HSG,HSX,18.9,6.33,2.14,1.07,-4.03,-2.05262472799563,-11.2782427709549,0.754220688368622
